version,dimension,key1,key2,pid,pstatus,trial,rt,attempt,correct,block,stimulus
task-w6i6,valence,NA,cold_left,1667937,complete,14,1099.653,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,15,839.93,1,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,15,1427.49,2,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,15,1100.55,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,16,1021.965,1,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,16,1099.628,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,17,675.035,1,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,17,1099.624,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,18,795.58,1,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,18,3814.405,2,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,18,1099.609,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,19,700.46,1,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,19,1099.618,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,20,655.1,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,20,1099.633,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,21,727.9,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,21,1099.63,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,22,682.065,1,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,22,3626.385,2,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,22,1099.676,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,23,741.315,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,23,1099.607,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,24,763.12,1,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,24,1099.621,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,25,615.36,1,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,25,1099.698,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,26,697.045,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,26,1099.604,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,27,487.2,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,27,1099.629,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,28,676.065,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,28,1099.68,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,29,530.265,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,29,1099.633,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,30,457.185,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,30,1099.633,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,31,444.855,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,31,1099.641,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,32,380.28,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,32,1099.666,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,33,542.285,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,33,1099.608,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,34,401.99,1,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,34,1099.613,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,35,375.425,1,1,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,35,1099.637,NA,0,6,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,36,405.335,1,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,36,1099.621,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,37,475.87,1,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,37,567.17,2,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,37,1099.62,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,38,475.945,1,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,38,1505.975,2,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,38,1099.618,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,39,805.005,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,39,1098.55,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,40,407.685,1,1,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,40,1099.621,NA,0,6,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,41,580.525,1,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,41,1586.33,2,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,41,1099.545,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,42,487.85,1,1,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,42,1099.655,NA,0,6,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,43,575.54,1,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,43,1099.644,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,44,367.155,1,1,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,44,1099.623,NA,0,6,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,4,5797.18,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,4,699.763,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,45,501.02,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,45,1099.574,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,46,538.1,1,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,46,997.505,2,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,46,1099.622,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,47,730.39,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,47,1099.487,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,48,411.545,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,48,1099.583,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,49,371.545,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,49,1098.369,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,50,406.795,1,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,50,561.59,2,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,50,1099.626,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,51,530.29,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,51,1099.69,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,52,507.66,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,52,1099.698,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,53,480.57,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,53,1099.637,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,54,530.595,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,54,1099.608,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,55,406.79,1,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,55,751.435,2,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,55,1099.659,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,56,559.3,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,56,1099.618,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,57,579.925,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,57,1099.629,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,58,403.695,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,58,1099.637,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,59,511.42,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,59,1099.588,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,60,513.945,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,60,1099.586,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,61,530.275,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,61,1099.604,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,62,415.595,1,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,62,1723.22,2,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,62,1099.636,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,63,669.71,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,63,1099.644,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,64,671.53,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,64,1099.658,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,65,528.745,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,65,1099.626,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,66,404.09,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,66,1099.627,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,67,463.22,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,67,1099.616,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,68,419.785,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,68,1099.616,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,69,467.94,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,69,1099.64,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,70,528.21,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,70,1099.628,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,71,506.5,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,71,1099.583,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,72,608.47,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,72,1099.629,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,73,511.1,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,73,1099.564,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,74,350.5,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,74,1099.629,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,75,420.8,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,75,1099.644,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,76,704.895,1,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,76,765.545,2,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,76,1099.652,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,77,475.325,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,77,1099.631,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,78,592.68,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,78,1099.627,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,79,496.225,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,79,1099.65,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,80,477.88,1,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,80,1110.63,2,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,80,1099.782,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,81,814.285,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,81,1099.664,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,82,571.405,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,82,1099.637,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,83,716.375,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,83,1099.631,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,84,479.98,1,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,84,1099.62,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,85,508.77,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,85,1096.537,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,86,461.575,1,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,86,1005.745,2,1,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,86,1099.625,NA,0,7,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,87,493.355,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,87,1099.691,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,88,581.41,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,88,1099.624,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,89,403.625,1,1,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,89,1099.549,NA,0,7,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,90,445.87,1,1,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,90,1099.627,NA,0,7,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,91,537.61,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,91,1099.616,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,92,551.035,1,1,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,92,1099.647,NA,0,7,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,5,3496.195,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,5,699.775,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,93,481.8,1,1,5,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,93,1099.613,NA,0,5,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,94,430.445,1,1,5,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,94,1099.602,NA,0,5,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,95,502.665,1,1,5,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,95,1099.617,NA,0,5,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,96,351.03,1,1,5,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,96,1099.622,NA,0,5,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,97,429.48,1,1,5,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,97,1099.62,NA,0,5,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,98,363.345,1,1,5,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,98,1099.616,NA,0,5,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,6,3334.34,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,6,699.77,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,99,552.305,1,1,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,99,1099.607,NA,0,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,100,314.625,1,1,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,100,1099.657,NA,0,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,101,333.79,1,1,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,101,1099.616,NA,0,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,102,424.97,1,1,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,102,1099.622,NA,0,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,103,508.16,1,1,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,103,1099.623,NA,0,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,104,305.57,1,1,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,104,1099.673,NA,0,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,105,382.225,1,1,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,105,1099.656,NA,0,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,106,418.285,1,1,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,106,1099.629,NA,0,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,107,376.01,1,1,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,107,1099.641,NA,0,3,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,108,402.39,1,1,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,108,1099.71,NA,0,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,109,328.36,1,1,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,109,1099.628,NA,0,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,110,399.835,1,0,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,110,560.76,2,1,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,110,1099.626,NA,0,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,111,612.265,1,1,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,111,1099.566,NA,0,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,112,356.02,1,1,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,112,1099.616,NA,0,3,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,113,385.815,1,1,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,113,1099.765,NA,0,3,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,114,454.545,1,0,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,114,570.2,2,1,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,114,1099.628,NA,0,3,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,7,1417.93,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,7,699.828,NA,0,NA,
task-w6i6,valence,NA,cold_left,1667937,complete,115,461.555,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,115,1099.628,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,116,456.855,1,1,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,116,1099.599,NA,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,117,518.32,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,117,1099.616,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,118,387.96,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,118,1099.617,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,119,595.675,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,119,1099.588,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,120,425.53,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,120,1099.686,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,121,323.35,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,121,1099.693,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,122,463.345,1,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,122,1070.42,2,1,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,122,1099.596,NA,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,123,629.735,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,123,1099.636,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,124,469.805,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,124,1099.652,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,125,513.855,1,1,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,125,1099.585,NA,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,126,356.32,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,126,1099.609,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,127,470.225,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,127,1099.638,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,128,391.14,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,128,1099.638,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,129,389.805,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,129,1099.627,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,130,357.085,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,130,1099.677,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,131,390.725,1,1,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,131,1099.659,NA,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,132,456.56,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,132,1099.628,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,133,504.44,1,1,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,133,1099.594,NA,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,134,498.13,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,134,1099.589,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,135,402.2,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,135,1099.666,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,136,395.67,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,136,1099.656,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,137,419.555,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,137,1099.655,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,138,475.73,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,138,1099.626,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,139,428.33,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,139,1099.634,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,140,454.125,1,1,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,140,1099.62,NA,0,4,hot.png
task-w6i6,valence,NA,cold_left,1667937,complete,141,426.215,1,1,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,141,1099.564,NA,0,4,unhappy.png
task-w6i6,valence,NA,cold_left,1667937,complete,142,451.08,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,142,1099.663,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,143,382.175,1,1,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,143,1099.646,NA,0,4,happy.png
task-w6i6,valence,NA,cold_left,1667937,complete,144,453.135,1,1,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,144,1099.627,NA,0,4,cold.png
task-w6i6,valence,NA,cold_left,1667937,complete,145,408.555,1,1,4,hot.png
