version,dimension,key1,key2,pid,pstatus,trial,rt,attempt,correct,block,stimulus
task-llso,arousal,cold_left,NA,1667928,complete,30,1101.994,NA,0,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,31,609.0499999,1,0,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,31,1038.49,2,1,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,31,1103.66,NA,0,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,32,651.785,1,1,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,32,1102.562,NA,0,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,33,907.7099999,1,1,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,33,1103.333,NA,0,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,34,459.815,1,1,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,34,1102.039,NA,0,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,35,441.5200001,1,0,6,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,35,1045.535,2,0,6,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,35,1123.495,3,1,6,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,35,1102.143,NA,0,6,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,36,893.1900002,1,1,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,36,1104.29,NA,0,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,37,692.2900002,1,1,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,37,1103.846,NA,0,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,38,864.5599999,1,1,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,38,1104.111,NA,0,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,39,564.2550001,1,1,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,39,1102.406,NA,0,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,40,508.925,1,1,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,40,1103.137,NA,0,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,41,536.0299998,1,1,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,41,1103.234,NA,0,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,42,428.055,1,1,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,42,1102.892,NA,0,6,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,43,684.505,1,1,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,43,1103.614,NA,0,6,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,44,718.11,1,1,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,44,1103.714,NA,0,6,active.png
task-llso,arousal,cold_left,NA,1667928,complete,4,4740.77,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,4,696.868,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,45,910.5200002,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,45,1103.794,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,46,373.8200001,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,46,1102.449,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,47,375.735,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,47,1102.722,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,48,871.12,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,48,1104.151,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,49,391.8699999,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,49,1102.85,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,50,401.14,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,50,1102.862,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,51,430.5400001,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,51,1102.989,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,52,555.1749999,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,52,1103.233,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,53,415.605,1,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,53,683.8999998,2,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,53,1102.632,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,54,955.8250001,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,54,1104.356,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,55,496.2200001,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,55,1103.092,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,56,531.5050001,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,56,1103.176,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,57,673.5449999,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,57,1103.686,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,58,520.115,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,58,1103.135,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,59,368.795,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,59,1102.708,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,60,626.6099999,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,60,1103.513,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,61,612.07,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,61,1103.412,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,62,970.61,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,62,1104.429,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,63,545.5,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,63,1103.241,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,64,436.76,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,64,1103.033,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,65,787.335,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,65,1104.277,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,66,471.29,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,66,1102.991,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,67,427.5250002,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,67,1102.888,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,68,364.605,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,68,1102.702,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,69,399.8349998,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,69,1102.795,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,70,755.8000002,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,70,1102.863,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,71,445.4299998,1,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,71,699.27,2,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,71,1102.664,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,72,696.8499999,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,72,1103.452,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,73,811.0799999,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,73,1103.986,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,74,583.3150002,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,74,1103.367,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,75,584.3,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,75,1103.428,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,76,584.3799999,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,76,1103.429,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,77,913.7899999,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,77,1104.282,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,78,407.3400002,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,78,1102.844,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,79,470.925,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,79,1103.143,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,80,380.9499999,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,80,1103.918,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,81,599.345,1,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,81,1132.93,2,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,81,1102.033,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,82,497.7199999,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,82,1103.211,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,83,435.9300002,1,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,83,711.2350001,2,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,83,1102.701,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,84,823.725,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,84,1104.1,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,85,580.325,1,1,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,85,1103.295,NA,0,7,active.png
task-llso,arousal,cold_left,NA,1667928,complete,86,1141.845,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,86,1104.964,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,87,693.0750001,1,1,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,87,1102.713,NA,0,7,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,88,486.3199999,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,88,1103.042,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,89,380.8149998,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,89,1102.806,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,90,405.2650002,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,90,1102.883,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,91,385.6549999,1,1,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,91,1102.747,NA,0,7,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,92,1001.905,1,1,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,92,1104.52,NA,0,7,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,5,3073.585,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,5,692.055,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,93,970.465,1,1,5,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,93,1103.757,NA,0,5,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,94,520.8100001,1,1,5,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,94,1103.095,NA,0,5,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,95,368.4,1,1,5,active.png
task-llso,arousal,cold_left,NA,1667928,complete,95,1102.809,NA,0,5,active.png
task-llso,arousal,cold_left,NA,1667928,complete,96,331.0550002,1,1,5,active.png
task-llso,arousal,cold_left,NA,1667928,complete,96,1102.58,NA,0,5,active.png
task-llso,arousal,cold_left,NA,1667928,complete,97,405.4350001,1,1,5,active.png
task-llso,arousal,cold_left,NA,1667928,complete,97,1102.756,NA,0,5,active.png
task-llso,arousal,cold_left,NA,1667928,complete,98,449.91,1,1,5,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,98,1102.843,NA,0,5,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,6,2433.735,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,6,706.914,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,99,1207.52,1,1,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,99,1104.167,NA,0,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,100,565.43,1,1,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,100,1103.224,NA,0,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,101,881.9849999,1,1,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,101,1104.276,NA,0,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,102,486.6000002,1,1,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,102,1103.029,NA,0,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,103,394.84,1,1,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,103,1102.891,NA,0,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,104,401.3650001,1,1,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,104,1102.803,NA,0,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,105,460.9899998,1,1,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,105,1102.965,NA,0,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,106,1122.44,1,1,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,106,1104.917,NA,0,3,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,107,414.05,1,1,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,107,1102.844,NA,0,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,108,948.4900001,1,1,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,108,1104.4,NA,0,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,109,979.88,1,1,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,109,1104.459,NA,0,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,110,454.35,1,1,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,110,1102.961,NA,0,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,111,988.445,1,1,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,111,1104.369,NA,0,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,112,485.8500001,1,1,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,112,1103,NA,0,3,active.png
task-llso,arousal,cold_left,NA,1667928,complete,113,783.235,1,1,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,113,1103.949,NA,0,3,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,114,560.54,1,1,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,114,1104.005,NA,0,3,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,7,1773.32,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,7,706.211,NA,0,NA,
task-llso,arousal,cold_left,NA,1667928,complete,115,807.6549999,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,115,1103.13,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,116,470.5449999,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,116,1102.981,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,117,382.4149999,1,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,117,468.5199999,2,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,117,1102.764,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,118,523.61,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,118,1103.138,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,119,454.7850001,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,119,1102.931,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,120,478.415,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,120,1103.033,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,121,416.775,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,121,1102.853,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,122,692.0449999,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,122,1102.722,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,123,543.445,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,123,1103.168,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,124,510.3450001,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,124,1102.177,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,125,556.635,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,125,1103.14,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,126,777.675,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,126,1103.909,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,127,519.3099999,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,127,1103.119,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,128,879.4799999,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,128,1104.089,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,129,603.8849999,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,129,1103.371,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,130,380.59,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,130,1102.758,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,131,541.8749999,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,131,1103.171,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,132,386.6949999,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,132,1101.832,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,133,469.8150002,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,133,1103.029,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,134,537.185,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,134,1104.535,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,135,744.65,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,135,1103.722,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,136,773.235,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,136,1104.293,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,137,451.2999998,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,137,1102.935,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,138,455.0650001,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,138,1102.89,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,139,637.2649998,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,139,1103.469,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,140,591.245,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,140,1103.264,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,141,340.7399999,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,141,1102.604,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,142,332.4699998,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,142,1102.706,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,143,306.4700002,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,143,1102.511,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,144,324.4350001,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,144,1102.561,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,145,375.495,1,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,145,708.93,2,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,145,1101.458,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,146,791.4149999,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,146,1103.794,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,147,415.1049999,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,147,1102.759,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,148,538.1100001,1,1,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,148,1103.11,NA,0,4,hot.png
task-llso,arousal,cold_left,NA,1667928,complete,149,726.0500002,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,149,1102.872,NA,0,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,150,510.3199999,1,1,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,150,1103.136,NA,0,4,passive.png
task-llso,arousal,cold_left,NA,1667928,complete,151,592.185,1,1,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,151,1103.32,NA,0,4,cold.png
task-llso,arousal,cold_left,NA,1667928,complete,152,545.1049998,1,1,4,active.png
task-llso,arousal,cold_left,NA,1667928,complete,152,1103.934,NA,0,4,active.png
